SadOrHopeless,sad_binary,HowMuchDoYouWeighWithoutShoesInKG,CurrentCigaretteUse,smoker_binary,smoking_freq_group,smoking_freq_score,HowOldAreYou,age_label,age_group
1.0,1.0,57.61,1.0,0.0,,,6.0,17,17
1.0,1.0,86.18,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,43.09,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,44.0,1.0,0.0,,,5.0,16,16
2.0,0.0,50.8,1.0,0.0,,,4.0,15,15
2.0,0.0,53.52,1.0,0.0,,,5.0,16,16
2.0,0.0,50.8,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,74.84,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,59.88,1.0,0.0,,,5.0,16,16
1.0,1.0,71.22,1.0,0.0,,,7.0,18+,18+
2.0,0.0,81.65,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,,,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,6.0,17,17
1.0,1.0,56.7,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,106.6,1.0,0.0,,,5.0,16,16
2.0,0.0,65.32,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,59.88,1.0,0.0,,,6.0,17,17
1.0,1.0,113.85,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,103.42,1.0,0.0,,,6.0,17,17
2.0,0.0,90.72,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
2.0,0.0,35.83,7.0,1.0,Frequent (20~30 days),7.0,1.0,<=12,<=14
2.0,0.0,90.72,1.0,0.0,,,7.0,18+,18+
2.0,0.0,45.36,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,7.0,18+,18+
2.0,0.0,46.27,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,51.26,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,7.0,18+,18+
2.0,0.0,61.24,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,66.68,1.0,0.0,,,6.0,17,17
2.0,0.0,65.77,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,74.84,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,89.81,1.0,0.0,,,5.0,16,16
2.0,0.0,,7.0,1.0,Frequent (20~30 days),7.0,,,
1.0,1.0,56.7,1.0,0.0,,,7.0,18+,18+
2.0,0.0,68.04,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
1.0,1.0,68.04,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,79.83,1.0,0.0,,,6.0,17,17
1.0,1.0,75.3,1.0,0.0,,,7.0,18+,18+
1.0,1.0,47.63,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,102.97,,,,,6.0,17,17
2.0,0.0,86.18,1.0,0.0,,,6.0,17,17
1.0,1.0,,,,,,6.0,17,17
2.0,0.0,74.84,1.0,0.0,,,7.0,18+,18+
2.0,0.0,52.16,1.0,0.0,,,6.0,17,17
2.0,0.0,41.28,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,72.58,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,45.36,1.0,0.0,,,7.0,18+,18+
2.0,0.0,49.9,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
1.0,1.0,65.77,1.0,0.0,,,6.0,17,17
1.0,1.0,111.13,1.0,0.0,,,6.0,17,17
2.0,0.0,56.25,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,6.0,17,17
2.0,0.0,77.57,1.0,0.0,,,7.0,18+,18+
1.0,1.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,83.92,1.0,0.0,,,6.0,17,17
2.0,0.0,52.62,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
2.0,0.0,71.22,1.0,0.0,,,7.0,18+,18+
2.0,0.0,77.11,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,58.06,1.0,0.0,,,6.0,17,17
2.0,0.0,77.11,1.0,0.0,,,7.0,18+,18+
1.0,1.0,73.48,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,73.48,1.0,0.0,,,7.0,18+,18+
2.0,0.0,62.6,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.64,1.0,0.0,,,7.0,18+,18+
2.0,0.0,102.06,1.0,0.0,,,6.0,17,17
2.0,0.0,87.54,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,79.38,4.0,1.0,Moderate (6~19 days),4.0,6.0,17,17
1.0,1.0,63.5,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
2.0,0.0,80.29,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,54.43,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,49.44,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
,,,,,,,6.0,17,17
1.0,1.0,55.34,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
2.0,0.0,76.2,1.0,0.0,,,4.0,15,15
1.0,1.0,63.96,,,,,6.0,17,17
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,45.36,1.0,0.0,,,3.0,14,<=14
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,1.0,0.0,,,3.0,14,<=14
2.0,0.0,52.16,1.0,0.0,,,3.0,14,<=14
1.0,1.0,55.79,1.0,0.0,,,4.0,15,15
2.0,0.0,50.35,1.0,0.0,,,4.0,15,15
1.0,1.0,72.58,1.0,0.0,,,3.0,14,<=14
2.0,0.0,43.09,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,2.0,1.0,Light (1~5 days),2.0,,,
1.0,1.0,54.89,1.0,0.0,,,4.0,15,15
2.0,0.0,68.95,1.0,0.0,,,3.0,14,<=14
1.0,1.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,64.86,1.0,0.0,,,3.0,14,<=14
2.0,0.0,78.47,1.0,0.0,,,4.0,15,15
1.0,1.0,49.9,1.0,0.0,,,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,4.0,15,15
2.0,0.0,59.88,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
2.0,0.0,113.4,1.0,0.0,,,4.0,15,15
2.0,0.0,82.56,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,,,,,4.0,15,15
2.0,0.0,83.92,1.0,0.0,,,5.0,16,16
2.0,0.0,67.59,,,,,3.0,14,<=14
2.0,0.0,70.31,1.0,0.0,,,4.0,15,15
1.0,1.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,88.45,1.0,0.0,,,6.0,17,17
2.0,0.0,106.6,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,6.0,17,17
2.0,0.0,131.09,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
2.0,0.0,60.78,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
1.0,1.0,,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,73.03,1.0,0.0,,,6.0,17,17
2.0,0.0,86.18,1.0,0.0,,,7.0,18+,18+
1.0,1.0,68.04,1.0,0.0,,,7.0,18+,18+
1.0,1.0,76.66,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,7.0,18+,18+
2.0,0.0,50.8,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,56.7,1.0,0.0,,,7.0,18+,18+
1.0,1.0,65.32,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,48.99,4.0,1.0,Moderate (6~19 days),4.0,6.0,17,17
2.0,0.0,47.63,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,85.73,1.0,0.0,,,6.0,17,17
2.0,0.0,81.19,1.0,0.0,,,7.0,18+,18+
2.0,0.0,63.5,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,53.52,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
1.0,1.0,49.9,1.0,0.0,,,6.0,17,17
1.0,1.0,65.77,1.0,0.0,,,6.0,17,17
,,49.9,1.0,0.0,,,7.0,18+,18+
2.0,0.0,75.75,1.0,0.0,,,6.0,17,17
1.0,1.0,59.88,1.0,0.0,,,6.0,17,17
1.0,1.0,49.44,1.0,0.0,,,6.0,17,17
1.0,1.0,66.68,1.0,0.0,,,6.0,17,17
2.0,0.0,65.32,1.0,0.0,,,6.0,17,17
2.0,0.0,69.85,,,,,5.0,16,16
1.0,1.0,100.7,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,55.79,1.0,0.0,,,5.0,16,16
1.0,1.0,78.02,1.0,0.0,,,5.0,16,16
1.0,1.0,86.18,1.0,0.0,,,5.0,16,16
1.0,1.0,56.25,1.0,0.0,,,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
2.0,0.0,101.15,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,6.0,17,17
1.0,1.0,79.83,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,74.84,1.0,0.0,,,5.0,16,16
2.0,0.0,77.11,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,122.47,1.0,0.0,,,6.0,17,17
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,102.06,1.0,0.0,,,5.0,16,16
1.0,1.0,79.83,1.0,0.0,,,6.0,17,17
2.0,0.0,88.91,1.0,0.0,,,6.0,17,17
1.0,1.0,69.85,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
1.0,1.0,68.04,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,62.6,1.0,0.0,,,6.0,17,17
1.0,1.0,68.49,1.0,0.0,,,5.0,16,16
2.0,0.0,77.11,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,,,,,5.0,16,16
2.0,0.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,71.22,1.0,0.0,,,4.0,15,15
2.0,0.0,74.84,1.0,0.0,,,5.0,16,16
2.0,0.0,91.17,1.0,0.0,,,6.0,17,17
2.0,0.0,117.94,1.0,0.0,,,7.0,18+,18+
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,71.67,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,62.6,1.0,0.0,,,5.0,16,16
2.0,0.0,62.14,1.0,0.0,,,4.0,15,15
2.0,0.0,89.81,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,107.5,1.0,0.0,,,7.0,18+,18+
2.0,0.0,66.68,1.0,0.0,,,4.0,15,15
2.0,0.0,75.3,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,52.16,1.0,0.0,,,4.0,15,15
1.0,1.0,89.81,1.0,0.0,,,4.0,15,15
2.0,0.0,59.88,1.0,0.0,,,4.0,15,15
1.0,1.0,69.4,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,69.85,1.0,0.0,,,3.0,14,<=14
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,64.41,1.0,0.0,,,3.0,14,<=14
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,64.41,1.0,0.0,,,4.0,15,15
2.0,0.0,77.11,1.0,0.0,,,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,3.0,14,<=14
2.0,0.0,46.72,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,1.0,0.0,,,4.0,15,15
1.0,1.0,88.45,1.0,0.0,,,6.0,17,17
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,53.98,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,,,,,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,3.0,14,<=14
1.0,1.0,79.38,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,57.15,1.0,0.0,,,5.0,16,16
2.0,0.0,72.12,1.0,0.0,,,4.0,15,15
2.0,0.0,43.09,1.0,0.0,,,5.0,16,16
1.0,1.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,52.16,1.0,0.0,,,5.0,16,16
2.0,0.0,50.8,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
1.0,1.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,45.36,1.0,0.0,,,5.0,16,16
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,52.16,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
1.0,1.0,59.88,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
1.0,1.0,94.8,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,78.02,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,60.78,1.0,0.0,,,5.0,16,16
2.0,0.0,61.24,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
2.0,0.0,55.79,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,56.7,1.0,0.0,,,6.0,17,17
2.0,0.0,50.8,1.0,0.0,,,5.0,16,16
2.0,0.0,68.04,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,80.29,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,88.45,1.0,0.0,,,5.0,16,16
2.0,0.0,81.19,1.0,0.0,,,6.0,17,17
1.0,1.0,65.77,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,58.97,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,91.63,1.0,0.0,,,5.0,16,16
2.0,0.0,62.6,1.0,0.0,,,6.0,17,17
2.0,0.0,67.13,1.0,0.0,,,5.0,16,16
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,50.8,1.0,0.0,,,5.0,16,16
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,85.28,1.0,0.0,,,6.0,17,17
2.0,0.0,104.33,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,64.41,1.0,0.0,,,5.0,16,16
2.0,0.0,58.06,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
1.0,1.0,65.77,1.0,0.0,,,7.0,18+,18+
2.0,0.0,68.04,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,104.33,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
2.0,0.0,81.65,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,66.23,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,78.47,1.0,0.0,,,7.0,18+,18+
1.0,1.0,49.9,1.0,0.0,,,7.0,18+,18+
2.0,0.0,79.38,1.0,0.0,,,7.0,18+,18+
1.0,1.0,61.24,1.0,0.0,,,7.0,18+,18+
1.0,1.0,50.8,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,70.76,1.0,0.0,,,6.0,17,17
1.0,1.0,56.7,,,,,6.0,17,17
2.0,0.0,58.97,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
1.0,1.0,62.6,1.0,0.0,,,7.0,18+,18+
2.0,0.0,54.89,1.0,0.0,,,7.0,18+,18+
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
1.0,1.0,52.16,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,57.61,1.0,0.0,,,3.0,14,<=14
2.0,0.0,48.99,1.0,0.0,,,3.0,14,<=14
2.0,0.0,52.16,1.0,0.0,,,4.0,15,15
2.0,0.0,57.61,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,50.8,1.0,0.0,,,3.0,14,<=14
1.0,1.0,68.04,,,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,3.0,14,<=14
1.0,1.0,62.14,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,53.52,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,58.06,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,83.01,2.0,1.0,Light (1~5 days),2.0,3.0,14,<=14
1.0,1.0,64.86,1.0,0.0,,,3.0,14,<=14
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,3.0,14,<=14
1.0,1.0,61.24,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,71.67,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,52.16,1.0,0.0,,,6.0,17,17
2.0,0.0,55.34,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
2.0,0.0,57.61,1.0,0.0,,,6.0,17,17
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
,,,,,,,7.0,18+,18+
1.0,1.0,54.89,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,,1.0,0.0,,,5.0,16,16
1.0,1.0,63.96,1.0,0.0,,,6.0,17,17
1.0,1.0,71.22,1.0,0.0,,,7.0,18+,18+
2.0,0.0,56.7,,,,,6.0,17,17
2.0,0.0,77.11,,,,,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,7.0,18+,18+
1.0,1.0,49.9,1.0,0.0,,,7.0,18+,18+
2.0,0.0,86.18,1.0,0.0,,,6.0,17,17
2.0,0.0,99.79,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,81.65,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
1.0,1.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
1.0,1.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,58.51,1.0,0.0,,,5.0,16,16
1.0,1.0,46.72,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,53.07,1.0,0.0,,,6.0,17,17
1.0,1.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,53.52,1.0,0.0,,,4.0,15,15
2.0,0.0,68.04,1.0,0.0,,,5.0,16,16
1.0,1.0,53.98,1.0,0.0,,,6.0,17,17
1.0,1.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,,1.0,0.0,,,5.0,16,16
1.0,1.0,,5.0,1.0,Moderate (6~19 days),5.0,,,
2.0,0.0,83.92,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,58.51,1.0,0.0,,,5.0,16,16
2.0,0.0,77.11,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,1.0,0.0,,,5.0,16,16
,,81.65,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,68.04,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,71.67,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,65.77,1.0,0.0,,,7.0,18+,18+
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
1.0,1.0,81.65,1.0,0.0,,,5.0,16,16
1.0,1.0,54.43,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
1.0,1.0,61.24,1.0,0.0,,,7.0,18+,18+
1.0,1.0,70.31,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
1.0,1.0,,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
1.0,1.0,52.16,1.0,0.0,,,5.0,16,16
1.0,1.0,68.49,1.0,0.0,,,4.0,15,15
2.0,0.0,51.71,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,72.58,1.0,0.0,,,7.0,18+,18+
1.0,1.0,,1.0,0.0,,,7.0,18+,18+
2.0,0.0,59.88,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,1.0,0.0,,,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,5.0,16,16
1.0,1.0,73.48,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,56.7,1.0,0.0,,,7.0,18+,18+
2.0,0.0,60.33,1.0,0.0,,,6.0,17,17
2.0,0.0,120.66,1.0,0.0,,,6.0,17,17
1.0,1.0,77.11,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,7.0,18+,18+
1.0,1.0,92.53,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,111.13,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,56.7,1.0,0.0,,,5.0,16,16
1.0,1.0,86.18,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
1.0,1.0,83.46,1.0,0.0,,,3.0,14,<=14
1.0,1.0,56.7,,,,,5.0,16,16
1.0,1.0,68.04,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,52.16,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,1.0,0.0,,,5.0,16,16
1.0,1.0,,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,,,,,,3.0,14,<=14
2.0,0.0,85.73,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,58.51,1.0,0.0,,,5.0,16,16
1.0,1.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,59.88,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,54.43,,,,,6.0,17,17
2.0,0.0,70.31,4.0,1.0,Moderate (6~19 days),4.0,3.0,14,<=14
2.0,0.0,72.58,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
2.0,0.0,79.38,1.0,0.0,,,7.0,18+,18+
2.0,0.0,87.09,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
2.0,0.0,61.69,1.0,0.0,,,7.0,18+,18+
2.0,0.0,56.7,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,68.49,1.0,0.0,,,4.0,15,15
1.0,1.0,,4.0,1.0,Moderate (6~19 days),4.0,3.0,14,<=14
2.0,0.0,56.7,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
1.0,1.0,54.43,1.0,0.0,,,6.0,17,17
1.0,1.0,70.31,1.0,0.0,,,3.0,14,<=14
1.0,1.0,63.5,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,1.0,0.0,,,5.0,16,16
1.0,1.0,49.9,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,52.16,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,47.63,1.0,0.0,,,4.0,15,15
1.0,1.0,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
2.0,0.0,48.99,1.0,0.0,,,4.0,15,15
2.0,0.0,68.95,1.0,0.0,,,4.0,15,15
1.0,1.0,72.58,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
2.0,0.0,66.23,1.0,0.0,,,4.0,15,15
1.0,1.0,81.65,1.0,0.0,,,5.0,16,16
1.0,1.0,79.38,1.0,0.0,,,6.0,17,17
1.0,1.0,63.5,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
1.0,1.0,71.22,1.0,0.0,,,6.0,17,17
2.0,0.0,86.18,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,72.12,1.0,0.0,,,4.0,15,15
2.0,0.0,75.3,1.0,0.0,,,5.0,16,16
2.0,0.0,54.43,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,52.16,1.0,0.0,,,5.0,16,16
2.0,0.0,,3.0,1.0,Light (1~5 days),3.0,,,
1.0,1.0,70.31,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
2.0,0.0,75.3,,,,,4.0,15,15
2.0,0.0,58.06,,,,,6.0,17,17
1.0,1.0,,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
